Timestamp,Day Index,Day,Temp (F),Temp (C),OBS_1,OBS_2,OBS_3,OBS_4,OBS_5,OBS_6,OBS_7,OBS_8,OBS_9,OBS_10,OBS_11,OBS_12,OBS_13,OBS_14,OBS_15,OBS_16,OBS_17,OBS_18,OBS_19,OBS_20,OBS_21,OBS_22,OBS_23,OBS_24,OBS_25,OBS_26,OBS_27,OBS_28,OBS_29,OBS_30,OBS_31,OBS_32,OBS_33,OBS_34,OBS_35,OBS_36,OBS_37,OBS_38,OBS_39,OBS_40,OBS_41,OBS_42,OBS_43,OBS_44,OBS_45,OBS_46,OBS_47,OBS_48,OBS_49,OBS_50,OBS_51,OBS_52,OBS_53,OBS_54,OBS_55,OBS_56,OBS_57,Class
,2,2024-09-08,89,31,,11591.0,12090.0,11923.0,11335.0,10661.0,10035.0,9596.0,9232.0,8990.0,9002.0,9155.0,9224.0,9229.0,9411.0,9602.0,9804.0,9938.0,9997.0,10080.0,10198.0,10254.0,10317.0,10343.0,10389.0,10462.0,10554.0,10681.0,10644.0,10586.0,10466.0,10435.0,10416.0,10506.0,10529.0,10468.0,10066.0,9058.0,8351.0,8307.0,8760.0,9607.0,10425.0,11173.0,11707.0,11994.0,12054.0,12034.0,11790.0,11496.0,11280.0,11065.0,10852.0,10605.0,10420.0,11025.0,9981.0,0
02:08:37,1,2024-10-08,88,31,10342.0,11008.0,11825.0,12119.0,11792.0,11122.0,10425.0,9820.0,9398.0,9135.0,8954.0,8887.0,8979.0,9175.0,9291.0,9381.0,9624.0,9885.0,9997.0,10089.0,10262.0,10426.0,10497.0,10578.0,10621.0,10504.0,10479.0,10474.0,10454.0,10459.0,10460.0,10394.0,10413.0,10475.0,10503.0,10417.0,10341.0,9907.0,8890.0,8298.0,8536.0,9246.0,9987.0,10737.0,11406.0,11766.0,11983.0,11918.0,11676.0,11523.0,11305.0,11070.0,10925.0,10783.0,10607.0,11309.0,10068.0,0
02:36:38,2,,88,31,10717.0,11599.0,11932.0,11882.0,11421.0,10770.0,10188.0,9671.0,9235.0,8927.0,8860.0,8920.0,9053.0,9290.0,9382.0,9487.0,9733.0,9896.0,10029.0,10154.0,10207.0,10387.0,10456.0,10494.0,10508.0,10485.0,10440.0,10520.0,10612.0,10544.0,10513.0,10454.0,10318.0,10370.0,10401.0,10358.0,10019.0,8987.0,8161.0,8123.0,8799.0,9777.0,10675.0,11273.0,11692.0,12032.0,12070.0,11995.0,11826.0,11646.0,11339.0,11066.0,10817.0,10545.0,10310.0,10885.0,9875.0,0
06:10:50,2,2024-09-08,89,31,10385.0,10928.0,11579.0,11790.0,11541.0,11083.0,10472.0,10001.0,9660.0,9366.0,9207.0,9095.0,9096.0,9217.0,9381.0,9432.0,9530.0,9751.0,9882.0,10036.0,10148.0,10252.0,10351.0,10413.0,10420.0,10438.0,10480.0,10509.0,10583.0,10632.0,10524.0,10489.0,10460.0,10421.0,10362.0,10381.0,10312.0,9663.0,8735.0,8389.0,8603.0,9251.0,10052.0,10764.0,11278.0,11671.0,11878.0,11897.0,11776.0,11679.0,11433.0,11255.0,11042.0,10841.0,10558.0,11209.0,10116.0,0
10:49:05,2,2024-09-08,87,30,10293.0,10921.0,11618.0,11827.0,11524.0,10948.0,10355.0,9942.0,9590.0,9407.0,9374.0,9349.0,9367.0,9403.0,9440.0,9616.0,9809.0,9955.0,10057.0,10162.0,10228.0,10257.0,10306.0,10385.0,10491.0,10482.0,10471.0,10556.0,10563.0,10395.0,10355.0,10426.0,10427.0,10387.0,10387.0,10267.0,10175.0,9666.0,8914.0,8560.0,8822.0,9355.0,10100.0,10825.0,11289.0,11574.0,11608.0,11543.0,11432.0,11259.0,11090.0,10945.0,10899.0,10820.0,10653.0,11172.0,10195.0,0
01:31:16,2,2024-09-08,88,31,10493.0,11304.0,11952.0,11979.0,11591.0,10908.0,10263.0,9739.0,9326.0,9056.0,8942.0,8856.0,8925.0,9090.0,9259.0,9493.0,9676.0,9800.0,9966.0,10172.0,10381.0,10462.0,10446.0,10500.0,10536.0,10534.0,10572.0,10565.0,10539.0,10553.0,10477.0,10540.0,10480.0,10397.0,10358.0,10275.0,10104.0,9149.0,8309.0,8123.0,8651.0,9504.0,10337.0,11197.0,11779.0,12047.0,12103.0,12058.0,11823.0,11499.0,11234.0,11028.0,10885.0,10636.0,10457.0,11024.0,10070.0,0
19:35:46,2,2024-09-08,0,-17,9412.0,9182.0,8837.0,8568.0,8642.0,8976.0,9394.0,9780.0,10034.0,10358.0,10658.0,10993.0,11223.0,11315.0,11359.0,11427.0,11515.0,11690.0,11930.0,12222.0,12468.0,12609.0,12740.0,12754.0,12515.0,12047.0,11392.0,10516.0,9536.0,8714.0,7990.0,7560.0,7449.0,7474.0,7613.0,7870.0,8157.0,8551.0,8989.0,9437.0,9771.0,9948.0,10139.0,10333.0,10463.0,10519.0,10598.0,10674.0,10628.0,10677.0,10635.0,10676.0,10720.0,10800.0,10925.0,11241.0,10444.0,3
,3,2024-08-08,86,30,10360.0,10847.0,11559.0,11878.0,11655.0,11170.0,10568.0,9932.0,9478.0,9229.0,9264.0,9230.0,9149.0,9292.0,9354.0,9408.0,9489.0,9715.0,9885.0,10032.0,10207.0,10342.0,10470.0,10467.0,10488.0,10485.0,10503.0,10530.0,10514.0,10543.0,10571.0,10514.0,10439.0,10476.0,10407.0,10380.0,10409.0,10034.0,9170.0,8655.0,8632.0,9099.0,9829.0,10477.0,11049.0,11441.0,11654.0,11643.0,11499.0,11396.0,11272.0,11085.0,10925.0,10688.0,10480.0,11051.0,10038.0,0
15:41:59,2,,0,-17,11558.0,11376.0,10972.0,10502.0,10133.0,9827.0,9488.0,9179.0,9061.0,9135.0,9185.0,9180.0,9212.0,9451.0,9761.0,10110.0,10294.0,10299.0,10208.0,10204.0,10356.0,10423.0,10488.0,10482.0,10412.0,10382.0,10297.0,10371.0,10599.0,10673.0,10639.0,10623.0,10570.0,10596.0,10550.0,10501.0,10561.0,10511.0,10302.0,9885.0,9629.0,9610.0,9894.0,10309.0,10622.0,10799.0,10791.0,10710.0,10599.0,10510.0,10564.0,10686.0,10777.0,10783.0,10659.0,11244.0,10215.0,3
13:24:36,2,2024-09-08,86,30,10503.0,10818.0,10961.0,10890.0,10665.0,10452.0,10243.0,10017.0,9886.0,9783.0,9775.0,9803.0,9799.0,9810.0,9901.0,9988.0,9997.0,10104.0,10244.0,10310.0,10319.0,10389.0,10297.0,10163.0,10160.0,10255.0,10342.0,10354.0,10379.0,10337.0,10285.0,10280.0,10274.0,10231.0,10286.0,10347.0,10165.0,9712.0,9516.0,9539.0,9696.0,10026.0,10431.0,10743.0,10891.0,10948.0,10978.0,10980.0,10958.0,10912.0,10808.0,10654.0,10490.0,10421.0,10357.0,10775.0,10043.0,1
04:05:12,1,2024-10-08,88,31,10479.0,11354.0,12085.0,12059.0,11560.0,10939.0,10311.0,9819.0,9492.0,9248.0,9027.0,9016.0,9042.0,9110.0,9193.0,9405.0,9650.0,9773.0,10008.0,10123.0,10145.0,10222.0,10313.0,10456.0,10592.0,10592.0,10536.0,10518.0,10525.0,10557.0,10519.0,10478.0,10564.0,10560.0,10468.0,10311.0,10219.0,9498.0,8605.0,8218.0,8528.0,9356.0,10258.0,11057.0,11606.0,11791.0,11857.0,11815.0,11663.0,11466.0,11231.0,11139.0,10990.0,10790.0,10586.0,11151.0,10230.0,0
04:25:28,1,,88,31,10309.0,10815.0,11641.0,12002.0,11671.0,11116.0,10578.0,9925.0,9385.0,9111.0,8973.0,9008.0,9079.0,9210.0,9329.0,9474.0,9717.0,9867.0,9934.0,10056.0,10214.0,10313.0,10266.0,10227.0,10334.0,10359.0,10518.0,10611.0,10578.0,10573.0,10632.0,10613.0,10592.0,10533.0,10436.0,10368.0,10392.0,9920.0,8980.0,8320.0,8265.0,8890.0,9839.0,10692.0,11342.0,11789.0,11894.0,11916.0,11880.0,11737.0,11470.0,11204.0,10944.0,10841.0,10598.0,11231.0,10145.0,0
19:02:36,2,2024-09-08,87,30,10545.0,10997.0,11489.0,11596.0,11284.0,10837.0,10348.0,9887.0,9461.0,9304.0,9212.0,9250.0,9341.0,9383.0,9548.0,9762.0,10029.0,10077.0,10087.0,10194.0,10312.0,10377.0,10409.0,10389.0,10284.0,10272.0,10382.0,10496.0,10525.0,10492.0,10477.0,10361.0,10316.0,10402.0,10511.0,10541.0,10393.0,9786.0,9057.0,8678.0,8842.0,9458.0,10103.0,10706.0,11200.0,11514.0,11592.0,11523.0,11454.0,11296.0,11102.0,10887.0,10743.0,10578.0,10423.0,10855.0,10080.0,0
17:53:30,2,,86,30,10487.0,11000.0,11289.0,11213.0,10945.0,10559.0,10224.0,9867.0,9604.0,9439.0,9379.0,9416.0,9457.0,9425.0,9492.0,9730.0,9943.0,10161.0,10253.0,10352.0,10371.0,10369.0,10402.0,10449.0,10382.0,10389.0,10520.0,10490.0,10363.0,10362.0,10445.0,10465.0,10454.0,10381.0,10411.0,10361.0,10179.0,9573.0,8988.0,8866.0,9172.0,9655.0,10242.0,10743.0,11129.0,11345.0,11374.0,11273.0,11180.0,11058.0,10975.0,10847.0,10764.0,10607.0,10425.0,11167.0,9944.0,0
21:16:46,3,2024-08-08,87,30,,11432.0,11661.0,11386.0,10960.0,10532.0,10098.0,9728.0,9492.0,9361.0,9256.0,9364.0,9458.0,9519.0,9682.0,9811.0,9855.0,10012.0,10136.0,10324.0,10404.0,10407.0,10308.0,10247.0,10263.0,10262.0,10331.0,10406.0,10464.0,10494.0,10502.0,10464.0,10464.0,10417.0,10387.0,10391.0,9894.0,9138.0,8772.0,8867.0,9348.0,10006.0,10665.0,11138.0,11438.0,11509.0,11554.0,11500.0,11312.0,11102.0,10928.0,10869.0,10766.0,10600.0,10399.0,11130.0,10067.0,0
21:53:51,3,,87,30,10249.0,11041.0,11793.0,11852.0,11570.0,11055.0,10487.0,9941.0,9596.0,9373.0,9239.0,9189.0,9107.0,9105.0,9318.0,9484.0,9609.0,9747.0,10031.0,10115.0,10177.0,10192.0,10247.0,10367.0,10447.0,10542.0,10587.0,10520.0,10557.0,10542.0,10542.0,10444.0,10321.0,10395.0,10496.0,10463.0,10352.0,9544.0,8579.0,8278.0,8604.0,9342.0,10191.0,10949.0,11451.0,11803.0,11928.0,11897.0,11704.0,11552.0,11301.0,11071.0,10822.0,10652.0,10513.0,11015.0,10076.0,0
,2,,89,31,10432.0,11109.0,11626.0,11700.0,11390.0,10874.0,10345.0,9881.0,9493.0,9273.0,9112.0,9166.0,9252.0,9307.0,9397.0,9509.0,9645.0,9741.0,9936.0,10137.0,10217.0,10297.0,10364.0,10437.0,10523.0,10497.0,10431.0,10416.0,10497.0,10556.0,10517.0,10442.0,10436.0,10481.0,10450.0,10427.0,10173.0,9301.0,8542.0,8352.0,8781.0,9540.0,10389.0,11050.0,11481.0,11711.0,11767.0,11807.0,11612.0,11394.0,11266.0,11141.0,10936.0,10695.0,10530.0,11188.0,10106.0,0
18:42:03,2,2024-09-08,87,30,10502.0,10988.0,11285.0,11267.0,10987.0,10554.0,10158.0,9786.0,9611.0,9486.0,9447.0,9511.0,9625.0,9624.0,9590.0,9742.0,9991.0,10057.0,10061.0,10166.0,10309.0,10433.0,10512.0,10495.0,10573.0,10562.0,10532.0,10580.0,10549.0,10507.0,10367.0,10211.0,10264.0,10364.0,10337.0,10330.0,10064.0,9358.0,8892.0,8927.0,9347.0,10105.0,10603.0,10921.0,11194.0,11291.0,11273.0,11224.0,11120.0,10912.0,10740.0,10667.0,10539.0,10424.0,10393.0,10797.0,10094.0,0
20:43:57,3,2024-08-08,86,30,10307.0,10770.0,11371.0,11602.0,11392.0,11024.0,10470.0,10084.0,9769.0,9553.0,9460.0,9437.0,9466.0,9421.0,9421.0,9550.0,9720.0,9869.0,9919.0,10069.0,10209.0,10234.0,10246.0,10335.0,10456.0,10525.0,10512.0,10544.0,10513.0,10476.0,10517.0,10567.0,10498.0,10409.0,10321.0,10342.0,10315.0,9982.0,9237.0,8791.0,8872.0,9298.0,9837.0,10452.0,10947.0,11297.0,11439.0,11467.0,11436.0,11280.0,11064.0,10947.0,10885.0,10751.0,10582.0,11193.0,10130.0,0
18:14:19,2,2024-09-08,86,30,10501.0,2461.0,11437.0,11290.0,10998.0,10554.0,10161.0,9829.0,9622.0,9494.0,9490.0,9591.0,9610.0,9590.0,9695.0,9817.0,9928.0,9999.0,10030.0,10192.0,10310.0,10370.0,10381.0,10435.0,10429.0,10396.0,10368.0,10413.0,10436.0,10403.0,10372.0,10420.0,10445.0,10344.0,10358.0,10353.0,10094.0,9478.0,9034.0,9012.0,9312.0,9908.0,10389.0,10816.0,11195.0,11355.0,11405.0,11376.0,11328.0,11191.0,11037.0,10855.0,10719.0,10562.0,10306.0,10952.0,9834.0,0
05:18:33,2,2024-09-08,89,31,10332.0,10923.0,11663.0,11922.0,11724.0,11199.0,10514.0,9931.0,9556.0,9353.0,9158.0,9037.0,9028.0,9101.0,9202.0,9414.0,9567.0,9776.0,9934.0,10078.0,10197.0,10309.0,10494.0,10508.0,10437.0,10387.0,10368.0,10381.0,10454.0,10458.0,10485.0,10533.0,10529.0,10519.0,10582.0,10454.0,10360.0,9751.0,8829.0,8390.0,8563.0,9222.0,9982.0,10735.0,11324.0,11706.0,11910.0,11935.0,11797.0,11577.0,11304.0,11063.0,10895.0,10692.0,10521.0,11186.0,10090.0,0
02:33:57,2,2024-09-08,88,31,10535.0,11399.0,11981.0,12038.0,11720.0,11103.0,10372.0,9813.0,9323.0,8994.0,8956.0,8877.0,8932.0,9083.0,9309.0,9454.0,9564.0,9777.0,9955.0,10154.0,10316.0,10337.0,10470.0,10522.0,10594.0,10551.0,10534.0,10581.0,10583.0,10605.0,10623.0,10613.0,10548.0,10510.0,10429.0,10358.0,10181.0,9337.0,8362.0,8035.0,8457.0,9291.0,10239.0,11004.0,11592.0,11809.0,12016.0,11972.0,11923.0,11748.0,11377.0,11017.0,10816.0,10638.0,10452.0,11151.0,10089.0,0
00:32:51,1,,87,30,10335.0,10868.0,11480.0,11612.0,11308.0,10887.0,10491.0,10064.0,9708.0,9482.0,9268.0,9247.0,9400.0,9455.0,9465.0,9574.0,9719.0,9964.0,10182.0,10297.0,10322.0,10327.0,10247.0,10209.0,10254.0,10305.0,10407.0,10438.0,10473.0,10578.0,10477.0,10407.0,10489.0,10573.0,10530.0,10483.0,10368.0,9797.0,8988.0,8555.0,8743.0,9300.0,10062.0,10789.0,11212.0,11446.0,11648.0,11694.0,11497.0,11227.0,11117.0,10908.0,10611.0,10508.0,10430.0,10917.0,10040.0,0
15:41:59,2,2024-09-08,0,-17,11558.0,11376.0,10972.0,10502.0,10133.0,9827.0,9488.0,9179.0,9061.0,9135.0,9185.0,9180.0,9212.0,9451.0,9761.0,10110.0,10294.0,10299.0,10208.0,10204.0,10356.0,10423.0,10488.0,10482.0,10412.0,10382.0,10297.0,10371.0,10599.0,10673.0,10639.0,10623.0,10570.0,10596.0,10550.0,10501.0,10561.0,10511.0,10302.0,9885.0,9629.0,9610.0,9894.0,10309.0,10622.0,10799.0,10791.0,10710.0,10599.0,10510.0,10564.0,10686.0,10777.0,10783.0,10659.0,11288.0,10280.0,3
,3,2024-08-08,87,30,10511.0,11304.0,11876.0,11791.0,11287.0,10722.0,10204.0,9767.0,9364.0,9205.0,9195.0,9173.0,9206.0,9239.0,9411.0,9617.0,9829.0,9918.0,10016.0,10189.0,10366.0,10399.0,10309.0,10227.0,10327.0,10387.0,10476.0,10435.0,10402.0,10487.0,10558.0,10464.0,10420.0,10456.0,10563.0,10550.0,10206.0,9209.0,8361.0,8340.0,8847.0,9635.0,10397.0,11029.0,11594.0,11938.0,12005.0,11803.0,11652.0,11454.0,11271.0,11127.0,10813.0,10666.0,10565.0,11224.0,10075.0,0
02:03:33,2,2024-09-08,88,31,10472.0,11323.0,11985.0,12116.0,11640.0,10936.0,10245.0,9683.0,9330.0,9114.0,9029.0,8921.0,8978.0,9194.0,9310.0,9443.0,9603.0,9782.0,9863.0,10020.0,10199.0,10247.0,10297.0,10443.0,10487.0,10514.0,10601.0,10613.0,10536.0,10583.0,10611.0,10567.0,10526.0,10574.0,10542.0,10589.0,10329.0,9474.0,8522.0,8093.0,8363.0,9147.0,10138.0,10948.0,11495.0,11839.0,12106.0,12118.0,11875.0,11573.0,11258.0,11031.0,10892.0,10646.0,10490.0,11082.0,10054.0,0
11:53:22,2,2024-09-08,86,30,10460.0,11084.0,11511.0,11419.0,11122.0,10662.0,10208.0,9908.0,9616.0,9494.0,9405.0,9346.0,9396.0,9560.0,9613.0,9701.0,9837.0,10019.0,10105.0,10220.0,10182.0,10210.0,10285.0,10355.0,10381.0,10403.0,10491.0,10545.0,10510.0,10410.0,10337.0,10292.0,10370.0,10493.0,10539.0,10471.0,10253.0,9592.0,8969.0,8775.0,9093.0,9699.0,10349.0,10853.0,11214.0,11443.0,11471.0,11418.0,11290.0,11138.0,10964.0,10804.0,10643.0,10495.0,10382.0,10878.0,9888.0,0
20:27:57,3,2024-08-08,86,30,10258.0,10685.0,11374.0,11740.0,11606.0,11173.0,10635.0,10049.0,9601.0,9437.0,9295.0,9258.0,9380.0,9426.0,9485.0,9673.0,9744.0,9839.0,9949.0,10032.0,10126.0,10248.0,10353.0,10376.0,10439.0,10475.0,10517.0,10557.0,10582.0,10578.0,10540.0,10469.0,10402.0,10363.0,10344.0,10278.0,10212.0,9997.0,9334.0,8827.0,8800.0,9203.0,9815.0,10449.0,10940.0,11215.0,11450.0,11579.0,11513.0,11368.0,11241.0,11103.0,10858.0,10627.0,10380.0,11098.0,9965.0,0
18:25:15,2,2024-09-08,86,30,10356.0,10916.0,11420.0,11484.0,11215.0,10765.0,10358.0,9983.0,9701.0,9413.0,9304.0,9334.0,9502.0,9606.0,9742.0,9791.0,9850.0,9953.0,9967.0,10051.0,10136.0,10211.0,10303.0,10446.0,10564.0,10629.0,10609.0,10545.0,10452.0,10373.0,10343.0,10404.0,10410.0,10306.0,10315.0,10409.0,10396.0,9860.0,9140.0,8808.0,9019.0,9543.0,10177.0,10738.0,11191.0,11336.0,11410.0,11369.0,11253.0,11096.0,10987.0,10815.0,10620.0,10525.0,10412.0,11022.0,9902.0,0
01:31:16,1,2024-10-08,87,30,10703.0,11483.0,11925.0,11828.0,11257.0,10683.0,10188.0,9699.0,9400.0,9155.0,9031.0,9027.0,9193.0,9339.0,9431.0,9533.0,9769.0,9963.0,10178.0,10210.0,10302.0,10465.0,10545.0,10586.0,10576.0,10509.0,10526.0,10476.0,10458.0,10380.0,10293.0,10428.0,10519.0,10417.0,10388.0,10358.0,10013.0,8991.0,8272.0,8247.0,8898.0,9787.0,10519.0,11212.0,11661.0,11841.0,11874.0,11824.0,11718.0,11465.0,11121.0,10958.0,10745.0,10559.0,10409.0,10938.0,9912.0,0
00:42:43,2,2024-09-08,88,31,10280.0,10781.0,11730.0,12065.0,11742.0,11165.0,10590.0,9971.0,9512.0,9262.0,9035.0,8965.0,8938.0,9101.0,9337.0,9485.0,9547.0,9674.0,9866.0,9983.0,10224.0,10344.0,10375.0,10425.0,10430.0,10558.0,10574.0,10544.0,10562.0,10560.0,10398.0,10369.0,10453.0,10512.0,10533.0,10454.0,10416.0,9835.0,8744.0,8049.0,8207.0,8883.0,9825.0,10672.0,11400.0,11898.0,12073.0,12115.0,12022.0,11844.0,11629.0,11319.0,11026.0,10766.0,10513.0,11146.0,10132.0,0
19:38:26,3,2024-08-08,0,-17,5784.0,6190.0,6736.0,7379.0,8035.0,8789.0,9594.0,10390.0,11217.0,11973.0,12524.0,12899.0,13034.0,12958.0,12654.0,12282.0,11810.0,11258.0,10819.0,10397.0,10100.0,9890.0,9825.0,9763.0,9779.0,9640.0,9338.0,9028.0,8781.0,8525.0,7854.0,6481.0,5151.0,4763.0,4715.0,4321.0,3395.0,2619.0,2938.0,4448.0,5762.0,6778.0,7567.0,8179.0,9198.0,15348.0,16383.0,16383.0,16383.0,16383.0,16383.0,16383.0,16383.0,16313.0,15272.0,16952.0,14666.0,3
10:17:20,2,,86,30,10476.0,11064.0,11474.0,11392.0,11022.0,10631.0,10141.0,9833.0,9588.0,9488.0,9482.0,9477.0,9454.0,9616.0,9821.0,9908.0,9914.0,10026.0,10164.0,10198.0,10371.0,10397.0,10309.0,10311.0,10270.0,10323.0,10377.0,10450.0,10430.0,10357.0,10408.0,10481.0,10465.0,10419.0,10435.0,10405.0,10149.0,9395.0,8941.0,8956.0,9300.0,9815.0,10387.0,10918.0,11211.0,11335.0,11396.0,11412.0,11268.0,11128.0,11010.0,10772.0,10586.0,10451.0,10308.0,10793.0,9884.0,0
10:48:33,2,2024-09-08,87,30,,10690.0,11319.0,11550.0,11391.0,10946.0,10514.0,10142.0,9699.0,9402.0,9245.0,9145.0,9147.0,9294.0,9583.0,9733.0,9910.0,10013.0,10059.0,10123.0,10241.0,10245.0,10295.0,10418.0,10524.0,10535.0,10474.0,10365.0,10409.0,10506.0,10581.0,10542.0,10461.0,10410.0,10387.0,10435.0,10306.0,9781.0,8954.0,8610.0,8818.0,9345.0,9943.0,10560.0,11006.0,11419.0,11633.0,11711.0,11619.0,11483.0,11235.0,10994.0,10816.0,10761.0,10630.0,11112.0,10171.0,0
,1,2024-10-08,87,30,10500.0,16762.0,11696.0,11853.0,11580.0,11014.0,10435.0,9887.0,9446.0,9123.0,9107.0,9031.0,9086.0,9206.0,9434.0,9650.0,9682.0,9855.0,10023.0,10124.0,10289.0,10415.0,10498.0,10463.0,10360.0,10450.0,10513.0,10529.0,10476.0,10358.0,10321.0,10373.0,10410.0,10383.0,10371.0,10415.0,10427.0,9664.0,8709.0,8268.0,8621.0,9423.0,10286.0,10936.0,11409.0,11720.0,11856.0,11811.0,11705.0,11488.0,11233.0,10998.0,10810.0,10690.0,10544.0,11090.0,10065.0,0
,1,2024-10-08,86,30,,10929.0,11486.0,11560.0,11278.0,10803.0,10350.0,9930.0,9655.0,9539.0,9484.0,9476.0,9469.0,9442.0,9598.0,9759.0,9900.0,9932.0,10051.0,10217.0,10289.0,10385.0,10402.0,10363.0,10360.0,10232.0,10280.0,10318.0,10365.0,10379.0,10410.0,10372.0,10367.0,10388.0,10448.0,10452.0,10460.0,9959.0,9068.0,8704.0,9007.0,9570.0,10242.0,10723.0,11142.0,11390.0,11363.0,11406.0,11393.0,11353.0,11197.0,10902.0,10687.0,10555.0,10489.0,10927.0,10122.0,0
15:24:40,2,2024-09-08,0,-17,9868.0,9627.0,9237.0,9166.0,9467.0,9691.0,10912.0,12810.0,14394.0,15035.0,14968.0,14411.0,13637.0,12886.0,12162.0,11474.0,10912.0,10527.0,9973.0,9222.0,8497.0,7971.0,7598.0,7474.0,7564.0,7718.0,8083.0,8294.0,8523.0,9041.0,9603.0,10142.0,10521.0,10677.0,10747.0,10681.0,10621.0,10596.0,10495.0,10238.0,9983.0,9789.0,9709.0,9789.0,9939.0,10112.0,10406.0,10767.0,11065.0,11384.0,11639.0,11893.0,12026.0,12019.0,12119.0,12498.0,11639.0,3
09:49:03,2,2024-09-08,86,30,10315.0,10666.0,11138.0,11316.0,11190.0,10776.0,10377.0,10043.0,9828.0,9652.0,9608.0,9645.0,9615.0,9673.0,9856.0,9978.0,9945.0,9922.0,10037.0,10166.0,10248.0,10237.0,10229.0,10288.0,10381.0,10321.0,10330.0,10395.0,10475.0,10439.0,10392.0,10364.0,10447.0,10403.0,10288.0,10258.0,10295.0,9978.0,9423.0,9159.0,9215.0,9637.0,10144.0,10727.0,11084.0,11219.0,11203.0,11157.0,11105.0,11034.0,10889.0,10763.0,10606.0,10486.0,10403.0,10990.0,9984.0,1
,2,2024-09-08,86,30,10449.0,10915.0,11199.0,11202.0,11038.0,10619.0,10233.0,9939.0,9634.0,9552.0,9698.0,9651.0,9607.0,9707.0,9734.0,9833.0,9916.0,10010.0,10190.0,10381.0,10355.0,10332.0,10295.0,10298.0,10419.0,10470.0,10434.0,10407.0,10352.0,10333.0,10376.0,10470.0,10471.0,10470.0,10374.0,10375.0,10170.0,9618.0,9244.0,9297.0,9610.0,10005.0,10311.0,10596.0,10854.0,11060.0,11090.0,11099.0,10976.0,10875.0,10777.0,10707.0,10614.0,10396.0,10321.0,10844.0,9945.0,1
17:05:29,2,2024-09-08,86,30,10488.0,11053.0,11297.0,11292.0,11028.0,10618.0,10143.0,9839.0,9710.0,9575.0,9533.0,9561.0,9573.0,9672.0,9699.0,9690.0,9850.0,10046.0,10148.0,10289.0,10302.0,10383.0,10439.0,10437.0,10377.0,10337.0,10345.0,10415.0,10415.0,10366.0,10398.0,10423.0,10377.0,10374.0,10286.0,10289.0,10107.0,9500.0,9063.0,9016.0,9386.0,9957.0,10398.0,10816.0,11150.0,11294.0,11342.0,11340.0,11181.0,11033.0,10780.0,10671.0,10570.0,10529.0,10447.0,10882.0,10016.0,0
12:37:07,2,,0,-17,,10471.0,10868.0,10959.0,10748.0,10384.0,10142.0,10066.0,9996.0,9886.0,9801.0,9721.0,9686.0,9767.0,9909.0,9997.0,10081.0,10117.0,10237.0,10312.0,10376.0,10338.0,10353.0,10376.0,10369.0,10288.0,10324.0,10362.0,10228.0,10089.0,10136.0,10139.0,10109.0,10211.0,10275.0,10338.0,10377.0,10268.0,9797.0,9575.0,9587.0,9856.0,10152.0,10433.0,10704.0,10910.0,10950.0,10951.0,10918.0,10783.0,10671.0,10672.0,10531.0,10418.0,10450.0,10821.0,9980.0,3
04:06:16,1,2024-10-08,88,31,10938.0,11842.0,12115.0,11835.0,11249.0,10550.0,9954.0,9563.0,9271.0,9008.0,8899.0,8975.0,9083.0,9198.0,9391.0,9607.0,9864.0,10027.0,10167.0,10162.0,10188.0,10194.0,10271.0,10372.0,10444.0,10604.0,10620.0,10593.0,10567.0,10560.0,10557.0,10524.0,10533.0,10449.0,10341.0,10286.0,9929.0,8904.0,8267.0,8350.0,8889.0,9758.0,10693.0,11374.0,11816.0,11884.0,11874.0,11845.0,11731.0,11539.0,11228.0,10991.0,10742.0,10486.0,10331.0,10804.0,9876.0,0
,2,2024-09-08,85,29,10661.0,11094.0,11353.0,11197.0,10880.0,10494.0,10051.0,9725.0,9547.0,9543.0,9586.0,9465.0,9501.0,9724.0,9873.0,9946.0,10002.0,10078.0,10161.0,10138.0,10174.0,10215.0,10299.0,10302.0,10393.0,10441.0,10496.0,10560.0,10557.0,10446.0,10412.0,10378.0,10395.0,10304.0,10238.0,10347.0,10107.0,9434.0,8920.0,8970.0,9370.0,9913.0,10404.0,10826.0,11219.0,11366.0,11302.0,11255.0,11235.0,11100.0,10948.0,10791.0,10615.0,10549.0,10334.0,10932.0,9946.0,0
12:20:19,2,2024-09-08,86,30,10423.0,10912.0,11211.0,11091.0,10856.0,10516.0,10220.0,10037.0,9844.0,9739.0,9684.0,9692.0,9807.0,9829.0,9861.0,9880.0,9893.0,9923.0,10020.0,10123.0,10209.0,10224.0,10205.0,10228.0,10334.0,10358.0,10442.0,10476.0,10510.0,10546.0,10513.0,10573.0,10521.0,10381.0,10318.0,10318.0,10174.0,9681.0,9283.0,9250.0,9439.0,9885.0,10331.0,10662.0,10940.0,11078.0,11111.0,11064.0,10999.0,10891.0,10699.0,10622.0,10547.0,10507.0,10487.0,10903.0,10112.0,1
